,DCLG code,"Former
ONS code",LA code,Authority Data,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
102,,,E11000001,Greater Manchester (Met County),5580.68526282779,6617.68526282776,7538.68526282783,8082.85997829992,8882.68526282779,12224.6852628278,14845.6852628278,8137.68526282783,4752.68526282776,4126.65791907779,3200.00626490353,5154.22152612183,3970.22152612183,5226.22152612183,5995.22152612183,7701.22152612183,8802.22152612183,11335.2215261218,13551.2215261218,11958.2215261218,11374.0,9336.0,10227.0
103,N4205,00BL,E08000001,Bolton,1061.60000000001,486.599999999991,518.600000000006,556.599999999991,891.600000000006,1057.60000000001,1304.59999999999,660.600000000006,502.599999999991,456.600000000006,590.2,407.2,392.2,533.2,576.2,501.2,547.2,608.2,527.2,611.2,609.0,737.0,574.0
104,T4210,00BM,E08000002,Bury,293.199999999997,658.199999999997,402.200000000012,754.199999999997,940.199999999997,376.199999999997,414.199999999997,303.200000000012,228.199999999997,283.199999999997,231.6,285.6,277.6,554.6,346.6,379.6,286.6,401.6,211.6,225.6,289.0,280.0,244.0
105,B4215,00BN,E08000003,Manchester,1929.70000000001,2592.69999999998,2407.70000000001,3303.69999999998,3006.70000000001,4900.70000000001,5471.69999999998,2215.70000000001,1820.69999999998,878.700000000012,656.2,2020.2,401.2,674.2,1545.2,1580.2,2762.2,2132.2,3793.2,3812.2,3757.0,1816.0,2531.0
106,F4220,00BP,E08000004,Oldham,181.199999999997,253.199999999997,320.200000000012,28.1999999999971,154.199999999997,213.199999999997,325.199999999997,323.200000000012,-157.800000000003,-13.8000000000029,128.4,372.4,446.4,613.4,380.4,446.4,465.4,649.4,848.4,500.4,506.0,400.0,417.0
107,P4225,00BQ,E08000005,Rochdale,253.199999999997,442.199999999997,199.200000000012,133.199999999997,484.199999999997,221.199999999997,511.199999999997,471.200000000012,126.199999999997,280.199999999997,560.8,554.8,373.8,419.8,414.8,421.8,905.8,939.8,756.8,626.8,553.0,594.0,681.0
108,U4230,00BR,E08000006,Salford,32.0,382.0,1006.0,597.0,524.0,1836.0,2724.0,1671.0,595.0,573.0,36.3,437.3,731.3,863.3,986.3,2370.3,1367.3,3096.3,3755.3,2913.3,2818.0,2214.0,2640.0
109,C4235,00BS,E08000007,Stockport,115.0,-20.0,183.0,260.0,342.0,647.0,482.0,180.0,57.0,37.0,188.9,364.9,362.9,420.9,312.9,649.9,727.9,718.9,1288.9,540.9,587.0,481.0,621.0
110,G4240,00BT,E08000008,Tameside,232.887220982142,182.887220982142,594.887220982142,464.887220982142,760.887220982142,640.887220982157,868.887220982142,729.887220982142,332.887220982142,461.015011160707,427.106264903532,568.32152612183,422.32152612183,418.32152612183,612.32152612183,384.32152612183,503.32152612183,665.32152612183,493.32152612183,387.32152612183,421.0,467.0,632.0
111,Q4245,00BU,E08000009,Trafford,553.398041845634,448.398041845649,836.398041845634,622.572757317816,560.398041845634,591.398041845634,813.398041845649,345.398041845634,284.398041845649,258.242907917069,91.4,-3.59999999999999,36.4,270.4,252.4,221.4,359.4,844.4,580.4,972.4,501.0,939.0,741.0
112,V4250,00BW,E08000010,Wigan,928.5,1191.5,1070.5,1362.5,1218.5,1740.5,1930.5,1237.5,963.5,912.5,289.1,147.1,526.1,458.1,568.1,746.1,877.1,1279.1,1296.1,1368.1,1333.0,1408.0,1146.0
113,,,E11000002,Merseyside (Met County),2413.72107043986,2113.72107043987,3039.72107043988,3074.51036604121,3405.72107043988,4801.72107043986,4158.72107043985,4128.72107043988,2762.72107043987,1794.72107043986,1777.0,1743.0,2288.0,3426.0,2958.0,5142,4666,4813,5613.0,4883.0,4456.0,3717.0,4138.0
114,V4305,00BX,E08000011,Knowsley,313.800000000003,56.7999999999956,-4.19999999999709,-251.200000000004,-36.1999999999971,408.800000000003,37.7999999999956,217.800000000003,-87.2000000000044,139.800000000003,354.5,319.5,484.5,657.5,417.5,599.5,750.5,964.5,1221.5,934.5,499.0,701.0,726.0
115,Z4310,00BY,E08000012,Liverpool,634.899999999994,714.899999999994,1140.90000000002,1821.89999999999,2182.89999999999,2769.89999999999,2151.89999999999,2943.90000000002,1589.89999999999,893.899999999994,302.4,256.4,362.4,869.4,1380.4,2845.4,2108.4,1577.4,1896.4,1723.4,2392.0,1149.0,1940.0
116,M4320,00CA,E08000014,Sefton,459.199999999997,497.199999999997,463.200000000012,318.199999999997,291.199999999997,152.199999999997,569.199999999997,113.200000000012,403.199999999997,237.199999999997,576.8,548.8,485.8,627.8,-15.2,779.8,592.8,750.8,887.8,902.8,677.0,729.0,735.0
117,H4315,00BZ,E08000013,St. Helens,433.22107043986,206.221070439875,728.22107043986,607.010366041213,442.221070439875,512.22107043986,348.22107043986,152.22107043986,311.221070439875,69.2210704398603,459.5,304.5,591.5,672.5,615.5,527.5,448.5,815.5,798.5,686.5,259.0,430.0,223.0
118,W4325,00CB,E08000015,Wirral,572.600000000006,638.600000000006,711.599999999977,578.600000000006,525.600000000006,958.600000000006,1051.60000000001,701.599999999977,545.600000000006,454.600000000006,83.8,313.8,363.8,598.8,559.8,389.8,765.8,704.8,808.8,635.8,629.0,708.0,514.0
119,,,E11000003,South Yorkshire (Met County),1397.8,3401.79999999999,2977.80000000002,3213.79999999999,3948.8,4079.8,5654.79999999999,4519.80000000002,3142.79999999999,3055.8,1817.2,1742.2,2372.2,3309.2,3541.2,4251.2,4492.2,4212.2,5403.2,3266.2,4649.0,4388.0,5277.0
120,B4405,00CC,E08000016,Barnsley,576.600000000006,536.599999999991,1257.60000000001,1327.59999999999,951.600000000006,959.600000000006,1170.59999999999,878.600000000006,562.599999999991,1011.60000000001,886.3,717.3,809.3,680.3,766.3,910.3,1069.3,1048.3,1112.3,650.3,595.0,681.0,637.0
121,F4410,00CE,E08000017,Doncaster,-335.300000000003,1744.7,-2285.29999999999,1425.7,1379.7,1284.7,1413.7,1708.70000000001,505.699999999997,816.699999999997,522.1,381.1,719.1,857.1,1227.1,1114.1,1273.1,1392.1,1278.1,826.1,1190.0,1295.0,1388.0
122,P4415,00CF,E08000018,Rotherham,1187.0,792.0,577.0,561.0,400.0,624.0,596.0,685.0,394.0,543.0,786.7,693.7,737.7,817.7,769.7,789.7,656.7,606.7,740.7,750.7,1090.0,745.0,784.0
123,U4420,00CG,E08000019,Sheffield,-30.5,328.5,3428.5,-100.5,1217.5,1211.5,2474.5,1247.5,1680.5,684.5,-377.9,-49.9,106.1,954.1,778.1,1437.1,1493.1,1165.1,2272.1,1039.1,1774.0,1667.0,2468.0
124,,,E11000004,Tyne and Wear (Met County),839.89999999998,1423.90000000002,2717.89999999999,2931.90000000002,2415.89999999998,2619.89999999998,2544.90000000002,1574.89999999999,1645.90000000002,1831.89999999998,797.295725062865,600.96714165968,1033.96714165968,1937.96714165968,2683.96714165968,4584.96714165968,4024.96714165968,3409.96714165968,2803.96714165968,2406.96714165968,3418.0,3506.0,2530.0
125,H4505,00CH,E08000037,Gateshead,229.899999999994,693.900000000009,942.899999999994,853.900000000009,280.899999999994,619.899999999994,592.900000000009,314.899999999994,267.900000000009,220.899999999994,107.4,188.4,0.400000000000006,-16.6,161.4,179.4,71.4,304.4,211.4,257.4,406.0,448.0,344.0
126,M4510,00CJ,E08000021,Newcastle upon Tyne,207.899999999994,176.900000000009,138.899999999994,619.900000000009,743.899999999994,667.899999999994,620.900000000009,211.899999999994,251.900000000009,517.899999999994,-84.904274937135,-412.23285834032,19.7671416596801,260.76714165968,759.76714165968,2289.76714165968,1848.76714165968,1274.76714165968,1044.76714165968,790.76714165968,1327.0,1278.0,706.0
127,W4515,00CK,E08000022,North Tyneside,33.1999999999971,254.199999999997,916.200000000012,945.199999999997,965.199999999997,773.199999999997,823.199999999997,530.200000000012,503.199999999997,472.199999999997,341.8,396.8,324.8,359.8,481.8,837.8,910.8,878.8,499.8,508.8,504.0,619.0,425.0
128,A4520,00CL,E08000023,South Tyneside,-17.0,-118.0,302.0,110.0,148.0,403.0,287.0,186.0,200.0,212.0,224.6,143.6,133.6,392.6,351.6,414.6,268.6,211.6,200.6,146.6,207.0,175.0,191.0
129,J4525,00CM,E08000024,Sunderland,385.899999999994,416.900000000009,417.899999999994,402.900000000009,277.899999999994,155.899999999994,220.900000000009,331.899999999994,422.900000000009,408.899999999994,208.4,284.4,555.4,941.4,929.4,863.4,925.4,740.4,847.4,703.4,974.0,986.0,864.0
130,,,E11000005,West Midlands (Met County),2618.19999999998,3963.2,3934.20000000004,6730.2,7911.19999999998,6505.19999999998,7395.2,5945.20000000004,5521.2,4685.19999999998,4592.9,4651.9,4944.9,6434.9,7234.9,5756.9,7680.9,9261.9,9064.9,6506.9,8503.0,6899.0,8790.0
131,P4605,00CN,E08000025,Birmingham,1434.29999999999,1216.29999999999,1760.30000000005,2625.29999999999,3319.29999999999,2007.29999999999,3166.29999999999,2634.30000000005,1111.29999999999,1163.29999999999,934.9,1119.9,1345.9,1556.9,2586.9,1498.9,2907.9,3934.9,3542.9,3228.9,3177.0,3062.0,4546.0
132,U4610,00CQ,E08000026,Coventry,566.0,624.0,-8.0,308.0,631.0,918.0,1133.0,710.0,794.0,759.0,758.9,825.9,935.9,955.9,1252.9,975.9,941.9,1345.9,2087.9,435.9,1851.0,1446.0,1301.0
133,C4615,00CR,E08000027,Dudley,-317.0,624.0,587.0,751.0,688.0,901.0,678.0,823.0,288.0,653.0,573.7,697.7,662.7,694.7,478.7,587.7,688.7,729.7,696.7,567.7,219.0,302.0,743.0
134,G4620,00CS,E08000028,Sandwell,-80.3999999999942,448.599999999991,517.600000000006,914.599999999991,1221.60000000001,1305.60000000001,1331.59999999999,629.600000000006,652.599999999991,609.600000000006,700.9,689.9,632.9,1020.9,659.9,982.9,777.9,895.9,568.9,755.9,661.0,340.0,647.0
135,Q4625,00CT,E08000029,Solihull,585.5,324.5,376.5,554.5,835.5,679.5,513.5,448.5,309.5,193.5,322.7,390.7,187.7,729.7,741.7,633.7,769.7,852.7,694.7,718.7,756.0,571.0,443.0
136,V4630,00CU,E08000030,Walsall,85.8999999999942,531.900000000009,247.899999999994,831.900000000009,489.899999999994,171.899999999994,-11.0999999999913,48.8999999999942,1894.90000000001,1025.89999999999,551.8,426.8,730.8,779.8,931.8,480.8,778.8,790.8,635.8,165.8,524.0,453.0,388.0
137,D4635,00CW,E08000031,Wolverhampton,343.899999999994,193.900000000009,452.899999999994,744.900000000009,725.899999999994,521.899999999994,583.900000000009,650.899999999994,470.900000000009,280.899999999994,750.0,501.0,449.0,697.0,583.0,597,816,712,838.0,634.0,1315.0,725.0,722.0
138,,,E11000006,West Yorkshire (Met County),5880.45751078105,4125.45751078099,6295.45751078104,6286.45751078099,7364.45751078105,9941.45751078105,10144.457510781,8622.45751078104,5830.45751078099,5374.88240297079,4852.1,3913.1,5296.1,5354.1,6789.1,7511.1,7311.1,9285.1,7603.1,6007.1,7207.0,6382.0,8393.0
139,W4705,00CX,E08000032,Bradford,1752.10000000001,1048.10000000001,1293.09999999998,1186.10000000001,1046.10000000001,2337.10000000001,1397.10000000001,2199.09999999998,1758.10000000001,1455.10000000001,919.9,907.9,1060.9,1320.9,1093.9,1674.9,1807.9,1800.9,1196.9,708.9,1325.0,1044.0,1396.0
140,A4710,00CY,E08000033,Calderdale,357.800000000003,399.800000000003,608.799999999988,858.800000000003,1059.8,1275.8,1310.8,490.799999999988,573.800000000003,510.800000000003,387.3,510.3,342.3,579.3,344.3,391.3,309.3,571.3,362.3,278.3,443.0,332.0,411.0
141,J4715,00CZ,E08000034,Kirklees,1348.75751078103,747.757510781026,1091.75751078103,1212.75751078103,1377.75751078103,2661.75751078103,2680.75751078103,1493.75751078103,1087.75751078103,1251.18240297076,617.4,258.4,713.4,198.4,811.4,660.4,1007.4,1227.4,808.4,698.4,704.0,985.0,1204.0
142,N4720,00DA,E08000035,Leeds,1270.40000000002,1031.39999999997,2554.40000000002,2127.39999999997,2932.40000000002,2824.40000000002,3070.39999999997,3322.40000000002,1732.39999999997,1184.40000000002,1996.3,1623.3,2294.3,2044.3,2539.3,2889.3,2348.3,3492.3,3398.3,3015.3,3238.0,2697.0,4327.0
143,X4725,00DB,E08000036,Wakefield,1151.39999999999,898.399999999994,747.400000000023,901.399999999994,948.399999999994,842.399999999994,1685.39999999999,1116.40000000002,678.399999999994,973.399999999994,931.2,613.2,885.2,1211.2,2000.2,1895.2,1838.2,2193.2,1837.2,1306.2,1497.0,1324.0,1055.0
144,,,,Shire Districts,82732.1126678093,89027.6126678093,90608.6126678094,96970.4643428158,105468.612667809,106446.612667809,109703.612667809,87395.4316016329,59125.7945611916,60550.4972742684,61107.2037845816,55272.0776553383,61264.0776553383,76916.0776553384,86627.0776553384,94043.0776553384,99811.0776553384,108588.077655338,103278.887387076,93621.0873870757,96524.0,103159.0,86201.0
145,,,E10000001,Bedfordshire,2071.50000000001,1346.49999999999,2045.50000000001,1740.49999999999,2183.50000000001,1721.5,2094.50000000001,1441.49999999999,,,,,,,,,,,,,,,
146,W0205,09UD,E07000002,Bedford,772.300000000003,467.299999999996,837.300000000003,677.299999999996,507.300000000003,497.300000000003,672.300000000003,448.299999999988,,,,,,,,,,,,,,,
147,J0215,09UC,E07000001,Mid Bedfordshire,623.50386731208,674.50386731208,776.50386731208,479.503867312073,911.50386731208,874.50386731208,748.50386731208,748.50386731208,,,,,,,,,,,,,,,
148,N0220,09UE,E07000003,South Bedfordshire,675.696132687925,204.696132687917,431.696132687925,583.696132687917,764.696132687925,349.696132687917,673.696132687925,244.696132687917,,,,,,,,,,,,,,,
149,,,E10000002,Buckinghamshire,1595.0,1095.0,1415.0,1243.0,1283.0,1619.0,1981.0,1648.0,1274.0,1558.0,1970.8,1739.8,1608.8,2149.8,1872.8,2962.8,2598.8,3305.8,2322.8,,,,
150,J0405,11UB,E07000004,Aylesbury Vale,670.0,406.0,785.0,513.0,489.0,462.0,668.0,590.0,641.0,631.0,1119.86761489859,949.867614898589,1006.86761489859,1439.86761489859,1207.86761489859,1339.86761489859,1430.86761489859,1774.86761489859,1731.86761489859,,,,
151,X0415,11UC,E07000005,Chiltern,153.199999999997,144.200000000004,286.199999999997,247.200000000004,264.199999999997,263.199999999997,226.200000000004,141.199999999997,122.200000000004,128.199999999997,185.984187799929,318.984187799929,167.984187799929,123.984187799929,182.984187799929,242.984187799929,294.984187799929,365.984187799929,103.984187799929,,,,
152,N0410,11UE,E07000006,South Bucks,219.700000000001,102.700000000001,-74.3000000000029,207.700000000001,168.700000000001,231.700000000001,414.700000000001,230.699999999997,145.700000000001,161.700000000001,134.502020522585,232.502020522585,148.502020522585,146.502020522585,89.5020205225854,575.502020522585,305.502020522585,334.502020522585,104.502020522585,,,,
153,K0425,11UF,E07000007,Wycombe,552.100000000006,442.099999999991,418.100000000006,275.099999999991,361.100000000006,662.100000000006,672.099999999991,686.100000000006,365.099999999991,637.100000000006,530.446176778897,238.446176778897,285.446176778897,439.446176778897,392.446176778897,804.446176778897,567.446176778897,830.446176778897,382.446176778897,,,,
154,,,E10000003,Cambridgeshire,2206.6,2777.6,3322.6,2859.60000000001,3888.59999999999,3650.59999999999,4217.60000000001,2775.59999999999,2128.60000000001,2475.59999999999,2597.2,2212.2,3262.2,2983.2,2656.2,3166.2,3479.2,3954.2,3689.2,3644.2,3894.0,4941.0,3973.0
155,Q0505,12UB,E07000008,Cambridge,104.5,342.5,496.5,616.5,745.5,684.5,538.5,604.5,303.5,405.5,365.0,518.0,1332.0,749.0,918.0,1212,1186,911,498.0,434.0,613.0,839.0,249.0
156,V0510,12UC,E07000009,East Cambridgeshire,746.400000000002,538.399999999998,580.400000000002,348.399999999998,743.400000000002,635.400000000002,700.400000000002,422.399999999994,153.400000000001,315.400000000001,385.0,303.0,207.0,178.0,196.0,247,304,388,485.0,420.0,619.0,785.0,616.0
157,D0515,12UD,E07000010,Fenland,488.199999999997,667.200000000004,701.199999999997,625.200000000004,770.199999999997,748.199999999997,923.200000000004,301.199999999997,242.200000000004,287.199999999997,238.7,348.7,367.7,634.7,298.7,442.7,476.7,423.7,590.7,385.7,394.0,596.0,526.0
158,H0520,12UE,E07000011,Huntingdonshire,293.900000000001,540.900000000002,534.899999999994,657.900000000009,701.899999999994,608.899999999994,714.900000000009,781.899999999994,768.900000000009,757.899999999994,965.7,508.7,772.7,605.7,625.7,772.7,836.7,1130.7,1100.7,1131.7,1055.0,1250.0,1239.0
159,W0530,12UG,E07000012,South Cambridgeshire,573.599999999999,688.599999999999,1009.60000000001,611.599999999999,927.599999999999,973.599999999999,1340.6,665.600000000006,660.599999999999,709.599999999999,642.8,533.8,582.8,815.8,617.8,491.8,675.8,1100.8,1014.8,1272.8,1213.0,1471.0,1343.0
160,,,E10000004,Cheshire,1015.29999999999,2852.30000000002,3069.29999999999,2833.30000000002,3237.29999999998,2564.30000000002,2509.29999999999,1850.29999999999,,,,,,,,,,,,,,,
161,X0605,13UB,E07000013,Chester,485.141439973224,344.141439973231,372.141439973224,518.141439973224,617.141439973224,275.141439973231,235.141439973224,307.141439973224,,,,,,,,,,,,,,,
162,B0610,13UC,E07000014,Congleton,222.211075024992,627.211075024999,674.211075024992,369.211075024999,418.211075024992,257.211075024999,283.211075024992,200.211075024992,,,,,,,,,,,,,,,
163,K0615,13UD,E07000015,Crewe and Nantwich,-367.361666089433,513.638333910567,717.638333910567,843.638333910567,890.63833391056,963.638333910567,915.638333910567,580.638333910567,,,,,,,,,,,,,,,
164,P0620,13UE,E07000016,Ellesmere Port & Neston,6.945022445012,114.945022445019,285.945022445012,331.945022445019,302.945022445012,161.945022445019,246.945022445012,250.945022445012,,,,,,,,,,,,,,,
165,C0630,13UG,E07000017,Macclesfield,72.9505910644366,508.950591064437,539.950591064437,363.950591064451,541.950591064437,409.950591064437,518.950591064437,312.950591064437,,,,,,,,,,,,,,,
166,L0635,13UH,E07000018,Vale Royal,595.413537581757,743.413537581764,479.413537581757,406.413537581757,466.413537581757,496.413537581764,309.413537581757,198.413537581757,,,,,,,,,,,,,,,
167,,,E10000005,Cornwall and Isles of Scilly,3370.5,2969.5,2127.5,2834.5,2413.49999999999,2851.50000000001,3482.5,3049.50000000001,,,,,,,,,,,,,,,
168,K0805,15UB,E07000019,Caradon,461.007128640747,323.00712864074,275.007128640747,424.007128640747,392.00712864074,301.007128640747,508.007128640747,495.007128640747,,,,,,,,,,,,,,,
169,P0810,15UC,E07000020,Carrick,495.960415230315,382.960415230315,361.960415230315,496.960415230315,311.960415230315,572.960415230315,593.960415230315,242.960415230315,,,,,,,,,,,,,,,
170,Z0835,15UH,E07000025,Isles of Scilly,11.5,27.5,11.5,32.5,24.5,15.5,29.5,13.5,,,,,,,,,,,,,,,
171,Y0815,15UD,E07000021,Kerrier,494.732042893258,402.732042893258,384.732042893258,331.732042893251,304.732042893258,429.732042893258,514.732042893258,570.732042893258,,,,,,,,,,,,,,,
172,C0820,15UE,E07000022,North Cornwall,751.493849162471,654.493849162471,392.493849162471,481.493849162471,449.493849162471,560.493849162478,588.493849162471,275.493849162471,,,,,,,,,,,,,,,
173,L0825,15UF,E07000023,Penwith,366.682424258193,324.68242425819,278.682424258193,345.682424258193,356.68242425819,337.682424258193,490.682424258193,612.682424258193,,,,,,,,,,,,,,,
174,Q0830,15UG,E07000024,Restormel,789.124139815016,854.124139815023,423.124139815016,722.124139815023,574.124139815016,634.124139815023,757.124139815016,839.124139815023,,,,,,,,,,,,,,,
175,,,E10000006,Cumbria,820.000492156258,1792.00049215626,1630.00049215626,1611.99557059366,1740.00049215627,1459.00049215626,1317.00049215627,1345.00049215625,1429.00049215627,1166.00049215626,963.9,1129.9,1113.9,1514.9,1773.9,1595.9,1838.9,1886.9,1913.9,1511.9,1715.0,1624.0,
176,R0905,16UB,E07000026,Allerdale,309.699999999997,316.700000000004,241.699999999997,151.700000000004,402.699999999997,190.699999999997,278.700000000004,231.699999999997,320.700000000004,194.699999999997,192.3,208.3,211.3,313.3,394.3,262.3,492.3,349.3,268.3,312.3,230.0,247.0,
177,W0910,16UC,E07000027,Barrow-in-Furness,-85.0999999999985,110.899999999998,102.900000000001,85.8999999999978,33.9000000000015,92.9000000000015,64.9000000000015,66.8999999999942,42.9000000000015,72.9000000000015,-24.5,90.5,119.5,128.5,133.5,111.5,142.5,168.5,149.5,134.5,178.0,106.0,
178,E0915,16UD,E07000028,Carlisle,-584.0,469.0,621.0,678.0,652.0,522.0,450.0,591.0,418.0,445.0,333.6,120.6,94.6,323.6,406.6,445.6,409.6,496.6,567.6,375.6,523.0,398.0,
179,J0920,16UE,E07000029,Copeland,125.5,141.5,97.5,241.5,96.5,111.5,77.5,21.5,60.5,61.5,83.9,202.9,189.9,172.9,171.9,197.9,175.9,160.9,208.9,150.9,154.0,143.0,
180,T0925,16UF,E07000030,Eden,659.5,197.5,187.5,179.5,124.5,162.5,148.5,99.5,106.5,108.5,227.5,295.5,278.5,252.5,383.5,315.5,308.5,429.5,485.5,385.5,324.0,386.0,
181,X0930,16UG,E07000031,South Lakeland,394.400492156259,556.400492156259,379.400492156259,275.395570593661,430.400492156266,379.400492156259,297.400492156259,334.400492156259,480.400492156259,283.400492156259,151.1,212.1,220.1,324.1,284.1,263.1,310.1,282.1,234.1,153.1,306.0,344.0,
182,,,E10000007,Derbyshire,2707.00000000001,2311.0,2523.99999999999,2957.0,3542.00000000001,3549.00000000001,3714.0,2307.99999999999,1743.0,1990.00000000001,1214.2,1405.2,1281.2,1766.2,2571.2,2722.2,3211.2,3524.2,3816.2,3503.2,3757.0,4076.0,3514.0
183,M1005,17UB,E07000032,Amber Valley,382.900000000001,314.900000000001,364.899999999994,301.900000000001,434.900000000001,576.900000000002,591.900000000002,381.899999999994,261.900000000001,303.900000000001,173.5,176.5,241.5,243.5,403.5,535.5,626.5,566.5,430.5,481.5,481.0,446.0,622.0
184,R1010,17UC,E07000033,Bolsover,365.799999999999,153.799999999999,263.800000000003,248.799999999999,317.799999999999,258.800000000003,270.799999999996,290.800000000003,246.799999999996,250.800000000003,144.5,140.5,156.5,273.5,346.5,313.5,268.5,311.5,459.5,466.5,537.0,491.0,364.0
185,A1015,17UD,E07000034,Chesterfield,395.400000000001,528.400000000002,484.399999999994,368.400000000001,422.400000000001,399.400000000001,448.400000000001,84.3999999999942,44.4000000000015,93.4000000000015,22.0,124.0,126.0,155.0,177.0,101,81,183,275.0,247.0,379.0,313.0,386.0
186,P1045,17UF,E07000035,Derbyshire Dales,161.200000000001,172.200000000001,228.199999999997,346.200000000001,306.200000000001,310.200000000001,365.200000000001,293.199999999997,267.200000000004,311.199999999997,76.1,167.1,52.1,60.1,87.1,168.1,254.1,356.1,380.1,368.1,258.0,252.0,156.0
187,N1025,17UG,E07000036,Erewash,111.099999999999,91.0999999999985,162.100000000006,263.099999999999,701.099999999999,377.099999999999,497.099999999999,429.100000000006,208.099999999999,227.099999999999,177.2,133.2,191.2,190.2,337.2,147.2,141.2,289.2,214.2,176.2,243.0,253.0,107.0
188,T1030,17UH,E07000037,High Peak,227.900000000001,308.900000000001,157.899999999994,321.900000000001,424.900000000001,549.900000000002,307.900000000001,121.899999999994,76.9000000000015,111.900000000001,99.8,204.8,33.8,134.8,157.8,327.8,495.8,383.8,308.8,242.8,386.0,427.0,273.0
189,B1035,17UJ,E07000038,North East Derbyshire,221.900000000001,45.9000000000015,195.899999999994,230.900000000001,329.900000000001,506.900000000001,304.900000000001,229.899999999994,207.900000000001,141.900000000001,154.3,196.3,106.3,300.3,504.3,320.3,434.3,227.3,474.3,503.3,555.0,776.0,543.0
190,F1040,17UK,E07000039,South Derbyshire,840.800000000003,695.799999999996,666.800000000003,875.799999999996,604.800000000003,569.800000000003,927.799999999996,476.800000000003,429.799999999996,549.800000000003,366.8,262.8,373.8,408.8,557.8,808.8,909.8,1206.8,1273.8,1017.8,918.0,1118.0,1063.0
191,,,E10000008,Devon,2881.57388463853,3343.57388463853,2935.57388463851,3536.57388463853,3393.57388463853,3401.57388463853,3080.57388463853,2798.57388463852,2274.57388463853,2653.83503825325,2251.8,2149.8,3326.8,3798.8,3834.8,3439.8,4307.8,4265.8,4919.8,3641.8,4135.0,4186.0,3961.0
192,U1105,18UB,E07000040,East Devon,419.47388463853,637.47388463853,554.473884638523,754.47388463853,607.47388463853,427.47388463853,307.47388463853,370.473884638523,278.47388463853,365.735038253246,369.9,506.9,885.9,1125.9,1063.9,760.9,902.9,965.9,1101.9,908.9,1047.0,961.0,634.0
193,Y1110,18UC,E07000041,Exeter,183.900000000001,310.900000000001,163.899999999994,274.900000000001,526.900000000002,683.900000000002,304.900000000001,202.899999999994,95.9000000000015,345.900000000001,450.3,95.3,408.3,572.3,504.3,303.3,560.3,655.3,990.3,373.3,719.0,463.0,614.0
194,H1135,18UD,E07000042,Mid Devon,480.599999999999,364.600000000002,470.599999999999,440.600000000002,549.599999999999,465.599999999999,463.599999999999,66.6000000000058,313.599999999999,301.599999999999,215.4,313.4,314.4,311.4,332.4,306.4,482.4,412.4,405.4,337.4,238.0,249.0,499.0
195,G1115,18UE,E07000043,North Devon,417.5,580.5,263.5,480.5,475.5,520.5,455.5,374.5,366.5,260.5,148.3,280.3,395.3,314.3,235.3,442.3,605.3,664.3,858.3,527.3,599.0,597.0,370.0
196,V1125,18UG,E07000044,South Hams,256.199999999997,282.200000000004,366.199999999997,345.200000000004,257.199999999997,197.199999999997,166.200000000004,338.199999999997,267.200000000004,219.199999999997,265.2,151.2,153.2,135.2,387.2,285.2,510.2,430.2,465.2,504.2,546.0,591.0,610.0
197,Z1130,18UH,E07000045,Teignbridge,403.300000000003,392.299999999996,495.300000000003,520.299999999996,389.300000000003,437.300000000003,342.299999999996,362.300000000003,376.299999999996,446.300000000003,383.2,527.2,883.2,703.2,703.2,759.2,767.2,685.2,489.2,514.2,529.0,627.0,546.0
198,W1145,18UK,E07000046,Torridge,482.900000000001,444.899999999998,316.900000000001,467.899999999998,356.900000000001,405.900000000001,449.899999999998,667.900000000002,291.899999999998,239.900000000001,314.3,189.3,170.3,508.3,442.3,374.3,295.3,299.3,319.3,169.3,191.0,324.0,402.0
199,A1150,18UL,E07000047,West Devon,237.700000000001,330.700000000001,304.699999999997,252.700000000001,230.700000000001,263.700000000001,590.700000000001,415.699999999997,284.700000000001,474.700000000001,105.2,86.2,116.2,128.2,166.2,208.2,184.2,153.2,290.2,307.2,266.0,374.0,286.0
200,,,E10000009,Dorset,2334.5,2098.49999999999,2149.50000000001,1815.49999999999,2031.5,1499.5,1463.49999999999,1467.50000000001,991.499999999989,1243.5,1250.19026826272,878.19026826272,1025.19026826272,973.19026826272,1450.19026826272,1333.19026826272,1339.19026826272,1712.19026826272,,,,,
201,E1210,19UC,E07000048,Christchurch,152.299999999999,91.2999999999993,225.300000000003,99.2999999999993,139.299999999999,136.299999999999,197.299999999999,108.300000000003,109.299999999999,110.299999999999,61.5902682627203,70.5902682627203,147.59026826272,152.59026826272,108.59026826272,194.59026826272,99.5902682627203,186.59026826272,,,,,
202,U1240,19UD,E07000049,East Dorset,679.800000000003,290.799999999996,332.800000000003,231.799999999996,176.800000000003,129.800000000003,167.799999999996,100.800000000003,85.7999999999956,163.800000000003,103.631085139571,26.6310851395712,155.631085139571,170.631085139571,209.631085139571,126.631085139571,314.631085139571,291.631085139571,,,,,
203,N1215,19UE,E07000050,North Dorset,543.0,445.0,594.0,523.0,584.0,298.0,223.0,232.0,221.0,301.0,377.052273415128,146.052273415128,228.052273415128,181.052273415128,222.052273415128,144.052273415128,161.052273415128,225.052273415128,,,,,
