Region code,Region name,LA code,LA name,1997 Ratio,1998 Ratio,1999 Ratio,2000 Ratio,2001 Ratio,2002 Ratio,2003 Ratio,2004 Ratio,2005 Ratio,2006 Ratio,2007 Ratio,2008 Ratio,2009 Ratio,2010 Ratio,2011 Ratio,2012 Ratio,2013 Ratio,2014 Ratio,2015 Ratio,2016 Ratio,2017 Ratio,2018 Ratio,2019 Ratio,2020 Ratio,2021 Ratio,2022 Ratio,2023 Ratio,2024 Ratio,5 Year Average
W92000004,Wales,W06000009,Pembrokeshire,3.36,3.45,3.47,3.64,3.45,4.72,5.36,7.24,8.03,8.22,8.18,7.22,7.26,7.02,6.64,7.05,6.62,6.51,7.19,6.92,6.84,7.17,7.15,6.43,7.34,6.89,7.18,6.74,6.92
W92000004,Wales,W06000010,Carmarthenshire,2.67,2.72,3,2.72,2.81,2.96,3.76,5.09,6.1,6.53,6.35,6.27,5.65,5.75,5.7,5.49,5.17,5.22,5.57,5.75,5.12,5.34,5.53,5.1,5.8,5.67,5.47,5.4,5.49
W92000004,Wales,W06000011,Swansea,3.05,3.1,3.01,3.19,3.42,3.42,4.34,5.44,6.24,6.54,6.98,6.72,6.07,5.95,5.48,5.46,5.39,5.57,5.62,5.75,5.61,5.48,5.51,5.69,6.1,5.95,5.72,5.4,5.77
W92000004,Wales,W06000012,Neath Port Talbot,2.19,2,2.14,2.07,2.09,2.13,2.31,3.2,3.73,3.76,4.18,4.1,4.03,3.52,3.74,3.66,3.89,3.69,3.65,3.65,3.81,3.59,3.78,4.33,4.45,4.33,4.25,4.17,4.31
W92000004,Wales,W06000013,Bridgend,3.24,3.15,3.13,3.35,3.13,3.38,3.97,4.93,5.18,5.53,5.56,5.3,5.02,4.98,5.1,4.55,4.86,4.79,5,5.35,5.55,5.05,5.38,5.63,5.79,6.85,6.19,6.08,6.11
W92000004,Wales,W06000014,Vale of Glamorgan,3.49,3.7,3.97,3.87,3.69,4.14,5.16,6.03,6.08,6.58,6.31,6.45,6.37,6.27,6.18,6.3,7.23,8.16,7.74,7.96,8.33,8.66,7.87,8.75,9.41,9.86,9.7,8.38,9.22
W92000004,Wales,W06000015,Cardiff,3.33,3.58,3.75,3.94,4.18,4.91,5.99,6.45,6.76,6.96,7.07,6.94,6.13,6.51,6.2,6.27,6.27,6.23,6.45,6.53,6.52,7.02,7.04,7.26,8.29,7.7,7.4,7.04,7.54
W92000004,Wales,W06000016,Rhondda Cynon Taf,2.47,2.4,2.43,2.5,2.55,2.47,2.91,3.58,4.43,4.51,4.73,4.49,4.07,4.06,3.92,4.05,3.79,3.8,4.13,4.28,4.09,4.4,4.16,4.22,5.04,5.22,4.65,4.53,4.73
W92000004,Wales,W06000018,Caerphilly,2.74,2.71,2.78,2.7,2.99,3.06,3.78,4.63,5.18,5.96,5.88,5.69,4.82,4.88,4.91,4.82,4.71,5.02,4.93,4.8,4.78,5.07,5.09,4.92,5.31,5.79,5.23,5.69,5.39
W92000004,Wales,W06000019,Blaenau Gwent,2.21,2.02,2.09,2.18,2.09,2.33,2.28,3.1,3.79,4.29,4.49,5.05,3.73,3.9,3.63,3.6,3.52,3.51,3.38,3.73,3.39,3.59,3.24,3.06,3.66,4.6,4.52,3.75,3.92
W92000004,Wales,W06000020,Torfaen,2.46,2.63,2.69,2.84,2.72,3.05,3.65,4.51,4.69,5.02,5.83,5.72,5.12,5.16,5.48,5.39,4.94,5.1,4.95,4.84,4.85,5.31,5.41,5.49,5.82,5.59,5.42,4.84,5.43
W92000004,Wales,W06000021,Monmouthshire,4.15,4.72,4.64,5.31,5.97,6.97,6.75,7.98,8.44,8.83,9.68,8.63,7.84,8.1,8.09,8.5,7.88,8.17,8.93,8.51,8.42,8.66,8.69,8.59,10.24,9.96,9.41,8.51,9.34
W92000004,Wales,W06000022,Newport,2.87,2.67,2.9,3.15,3.25,3.77,4.44,5.37,5.78,5.81,5.91,5.66,5.34,5.24,5.07,5.19,5.23,5.48,5.96,6.11,6,6.08,6.18,6.31,7.35,6.9,7.46,6.61,6.93
W92000004,Wales,W06000023,Powys,3.68,3.71,3.91,4.38,4.03,4.66,5.22,7.5,7.96,7.93,8.66,8.58,7.39,8.28,8.08,7.97,7.76,8.2,7.19,7.19,7.46,7.51,6.9,6.31,7.96,8.21,7.93,7.03,7.49
W92000004,Wales,W06000024,Merthyr Tydfil,1.92,2.09,2.27,2.36,2.17,2.28,2.27,3.02,3.85,4.48,5.02,4.71,4.34,4.4,4.03,4.08,3.92,4.37,4.25,3.83,4.14,3.76,4.09,4.61,4.94,4.89,4.84,4.8,4.82
