Region code,Region name,LA code,LA name,1997 Ratio,1998 Ratio,1999 Ratio,2000 Ratio,2001 Ratio,2002 Ratio,2003 Ratio,2004 Ratio,2005 Ratio,2006 Ratio,2007 Ratio,2008 Ratio,2009 Ratio,2010 Ratio,2011 Ratio,2012 Ratio,2013 Ratio,2014 Ratio,2015 Ratio,2016 Ratio,2017 Ratio,2018 Ratio,2019 Ratio,2020 Ratio,2021 Ratio,2022 Ratio,2023 Ratio,2024 Ratio,5 Year Average
E12000005,West Midlands,E06000020,Telford and Wrekin,3.12,3.17,3.6,3.47,3.81,4.01,4.65,5.69,5.98,6.16,5.65,5.66,5.94,6.2,6.14,5.78,5.72,5.83,5.61,6.1,6.44,6.19,6.03,5.95,7.28,6.95,7.05,6.14,6.67
E12000005,West Midlands,E06000021,Stoke-on-Trent,2.39,2.31,2.3,2.41,2.27,2.45,2.68,3.81,4.38,4.44,4.39,4.22,3.92,3.85,3.75,3.81,3.8,4.13,4.12,4.29,4.5,4.39,4.51,4.44,4.76,4.68,4.55,4.38,4.56
E12000005,West Midlands,E06000051,Shropshire,,,,,,,6.76,7.73,8.13,8.5,8.41,8.73,8.07,7.79,7.61,7.68,7.22,7.54,7.62,7.81,8.52,8.11,8.02,8.03,9.41,8.36,8.5,8.15,8.49
E12000005,West Midlands,E07000192,Cannock Chase,3.08,2.93,3.23,3.06,3.52,3.86,4.72,5.7,6.02,6.27,6.43,5.5,5.54,5.56,5.67,5.61,5.07,5.6,5.65,6.05,6.31,6.35,6.71,6.89,7.11,7.97,7.56,6.74,7.25
E12000005,West Midlands,E07000193,East Staffordshire,3.02,3.33,3.73,3.34,3.49,3.93,4.63,5.27,5.87,5.94,6.46,5.85,5.79,6.39,5.49,5.35,5.19,5.62,5.99,5.64,6.4,6.63,6.59,6.84,7.91,7.2,6.84,6.06,6.97
E12000005,West Midlands,E07000194,Lichfield,4.04,4.09,4.28,4.97,5.16,6.07,7.15,7.39,8.04,7.85,9.44,8.24,6.94,7.22,7.15,7.97,7.08,7.89,7.55,7.78,8.46,8.95,9.13,9.33,10.59,11.26,9.53,8.59,9.86
E12000005,West Midlands,E07000195,Newcastle-under-Lyme,3.43,2.98,3.24,3.27,3.32,3.57,4.26,5.18,5.68,6.31,6.03,5.99,5.84,6.23,5.85,5.88,5.37,5.68,6.34,6.05,5.52,5.84,6.18,5.94,6.33,6.29,5.72,6.08,6.07
E12000005,West Midlands,E07000196,South Staffordshire,4.1,3.94,4.24,4.42,5.23,6.21,7.51,6.94,7.34,7.04,8.11,7.56,7.07,7.35,7.6,7.88,6.87,7.39,7.41,7.78,7.77,7.39,8.21,7.65,8.47,9.42,8.44,7.94,8.38
E12000005,West Midlands,E07000197,Stafford,3.84,3.59,3.94,3.89,3.77,4.48,6.08,6.66,6.69,6.81,7.15,7.15,5.99,6.32,6.26,6.28,5.87,6.2,6.81,6.66,7.35,7.38,7.35,7.45,7.92,7.55,7.43,6.73,7.42
E12000005,West Midlands,E07000198,Staffordshire Moorlands,3.16,3.02,3.46,3.45,3.51,4.05,4.55,6.54,5.96,6.44,6.66,6.15,5.8,6.19,6.04,5.18,5.26,5.16,7.09,5.97,6.07,6.52,5.82,6.41,6.62,6.77,6.46,7.34,6.72
E12000005,West Midlands,E07000199,Tamworth,3.42,3.19,3.55,3.62,4.35,4.57,4.84,6.21,6.01,6.3,6.68,6.09,6.04,6.47,6.18,5.83,6.15,6.19,6.46,6.85,6.99,7.72,8.31,8.63,8.87,7.91,8,7.19,8.12
E12000005,West Midlands,E07000218,North Warwickshire,4.01,3.75,4.09,3.73,4.28,4.96,5.18,5.68,6.06,6.25,7.14,6.89,6.27,6.38,5.32,5.86,6.02,7.05,7.58,6.69,7.03,7.24,7.32,7.64,8.9,7.96,7.87,6.45,7.76
E12000005,West Midlands,E07000219,Nuneaton and Bedworth,3.13,3.01,3.51,3.59,3.73,4.34,4.92,5.83,6.24,6.1,5.9,5.95,5.11,5.54,5.67,5.64,5.51,5.73,6.14,6.25,6.74,6.63,7.17,7.61,8.23,8.58,7.8,6.93,7.83
E12000005,West Midlands,E07000220,Rugby,3.19,3.14,3.12,3.84,3.58,5.05,5.2,5.79,6.04,6.57,6.33,6.06,5.52,5.74,5.68,5.79,5.84,5.87,6.15,6.5,6.74,7.73,7.72,7.34,7.64,7.66,8.71,7.4,7.75
E12000005,West Midlands,E07000221,Stratford-on-Avon,4.92,5.25,5.46,6.04,6.58,8.09,8.67,8.39,8.84,8.52,9.2,8.72,8.55,8.82,9.17,8.79,8.76,8.76,9.68,9.54,9.3,10.33,11.26,9.83,10.79,11.36,11.28,9.63,10.58
E12000005,West Midlands,E07000222,Warwick,4.21,4.56,5.05,5.63,5.69,6.52,7.82,7.59,8.19,7.39,7.74,7.69,6.9,7.83,7.62,7.69,7.51,8.33,8.59,9.35,9.27,9.62,9.1,9.25,10.95,10.71,10.21,9.28,10.08
E12000005,West Midlands,E07000234,Bromsgrove,4.64,4.73,4.99,6.21,6.64,8.56,8.36,9.43,9.57,9.57,10.38,9.44,8.37,8.96,9.86,9.11,9.27,9.79,10.33,10.39,10.34,10.58,10.12,10.13,11.2,11.19,10.01,10.53,10.61
E12000005,West Midlands,E07000235,Malvern Hills,,5.44,5.12,5.07,5.66,8.54,8.33,9.4,9.88,9.71,9.86,8.19,7.43,9.32,9.18,8.85,7.77,8.86,9.68,10.37,10.81,11.41,11.17,12.02,11.85,10.77,10.24,10.09,10.99
E12000005,West Midlands,E07000236,Redditch,3.43,3.73,4.11,4.44,4.63,5.07,6.26,7.03,7.16,7.24,7.57,6.87,5.64,6.34,6.34,6.39,6.39,6.6,7.32,7.15,7.67,8.25,8.44,8.15,7.57,8.91,7.65,7.27,7.91
E12000005,West Midlands,E07000237,Worcester,3.46,3.67,3.88,4.17,4.69,5.05,6.07,6.88,6.71,7.09,7.42,7.48,6.56,6.36,6.65,6.48,6.59,6.69,6.99,6.94,6.71,6.79,6.86,7.3,8.31,7.19,7.42,7,7.44
E12000005,West Midlands,E07000238,Wychavon,4.65,4.79,5.02,5.55,6.37,7.19,8.48,9.33,9.1,9.67,10.19,10.36,8.13,8.66,8.46,8.24,8.08,8.61,8.86,9.35,9.47,9.78,9.63,10.05,10.72,10.42,10.08,9.44,10.14
E12000005,West Midlands,E07000239,Wyre Forest,3.87,3.6,3.87,4,4.55,5.06,6.7,7.35,7.18,7.23,7.58,6.72,7.34,7.59,7.84,7.83,7.94,7.46,7.08,7.35,7.39,8.29,7.12,7.29,8.05,8.38,7.35,7.25,7.66
E12000005,West Midlands,E08000025,Birmingham,2.81,2.84,2.93,3.04,3.16,3.76,4.67,5.54,5.58,5.61,5.68,5.42,4.82,5.02,4.88,4.8,4.77,5.24,5.07,5.33,5.62,5.67,5.86,5.68,6.6,6.33,6.54,6.01,6.23
E12000005,West Midlands,E08000026,Coventry,2.67,2.5,2.55,2.81,2.86,3.3,3.81,4.6,4.84,4.99,5.35,4.83,4.59,4.84,4.62,4.5,4.24,4.83,5.11,5.33,5.52,5.66,6.08,5.69,6.09,6.38,5.62,5.86,5.93
E12000005,West Midlands,E08000027,Dudley,3.62,3.34,3.58,3.63,3.79,4.19,4.98,5.92,6.33,6.51,6.5,6.28,5.92,6.34,5.79,5.85,6.08,6.1,5.96,5.95,6.08,6.21,6.35,6.19,6.68,6.78,6.84,6.53,6.6
E12000005,West Midlands,E08000028,Sandwell,2.93,2.89,2.85,2.79,3.06,3.37,4.11,5.03,5.2,5.44,5.59,5.12,4.88,5.04,4.82,4.68,4.59,4.92,5.04,5.34,5.4,5.68,5.86,5.64,6.33,6.86,6.59,6.39,6.36
E12000005,West Midlands,E08000029,Solihull,4.15,4.18,4.45,4.92,5.33,5.83,6.73,7.06,7.37,7.39,7.26,6.72,6.24,7.22,7.34,6.76,6.87,7.16,7.66,7.54,7.74,7.62,8.44,9.31,9.16,7.85,9.33,8.62,8.85
E12000005,West Midlands,E08000030,Walsall,3.29,3.33,3.32,3.46,3.6,4.12,4.92,5.96,5.99,6.04,6.36,5.96,5.73,5.55,5.37,5.25,5.34,5.4,5.24,5.39,5.99,6.2,5.71,5.59,6.54,6.48,6.43,6.16,6.24
E12000005,West Midlands,E08000031,Wolverhampton,2.91,2.82,2.86,2.84,3.01,3.26,4.13,4.55,5.23,5.38,5.42,5.2,4.77,4.78,4.83,4.6,4.76,5.21,5.16,5.37,5.47,5.57,5.31,5.81,6.33,6.25,6.23,5.9,6.1
E12000006,East of England,E06000031,Peterborough,,2.74,2.91,3.06,3.28,3.85,4.37,5.54,5.53,5.7,6.03,5.81,5.25,5.48,5.19,5.01,5.07,5.54,5.76,5.93,6.67,6.82,6.78,7.03,7.42,7.49,7.29,6.92,7.23
E12000006,East of England,E06000032,Luton,2.51,2.58,2.65,3.31,3.87,4.12,5.18,5.86,5.8,5.94,6.51,6.05,5.33,5.7,5.71,6.08,5.93,6.4,6.34,7.31,7.36,8.32,7.54,7.5,8.21,8.85,9.13,7.94,8.33
E12000006,East of England,E06000033,Southend-on-Sea,3.34,3.62,3.7,3.88,4.2,5.04,6.39,7.04,7.73,7.95,7.95,7.86,7.48,7.49,7.44,7.49,7.45,7.52,8.92,9.03,10.3,10.32,10.56,10.36,10.99,11.43,10.52,10.43,10.75
E12000006,East of England,E06000034,Thurrock,2.89,3.22,3.24,3.38,4.12,4.32,5.48,5.9,6.58,6.97,7.3,7.08,6.57,6.54,6.67,6.63,6.57,7.61,8.32,9.85,10,10.04,9.54,9.37,10.43,9.82,9.66,9.97,9.85
E12000006,East of England,E06000055,Bedford,3.43,3.55,3.94,4.14,4.42,5.2,6.06,6.72,6.89,7.03,7.07,7.53,7.1,7.33,7.13,7.32,7.31,7.94,8.46,8.55,9.35,9.83,9.02,8.93,10.37,9.79,10.14,9.35,9.72
E12000006,East of England,E06000056,Central Bedfordshire,,,,,,,6.24,7.11,7.27,7.3,7.95,7.37,7.18,7.97,8.37,7.85,7.75,8.6,9.51,10.44,10.57,10.88,10.36,10.35,11.23,11.05,10.71,10.07,10.68
E12000006,East of England,E07000008,Cambridge,4.44,5.34,5.6,5.98,6.57,7.72,8.28,8.41,8.64,9.05,9.97,9.1,8.15,8.76,8.85,9.44,9.61,11.39,12.56,13,13.53,12.96,12.71,12.34,12.63,12.9,11.94,11.31,12.22
E12000006,East of England,E07000009,East Cambridgeshire,3.91,5.08,5.66,4.96,6.23,6.68,7.36,7.47,8.44,8.15,8,8.16,7.2,7.72,7.92,7.95,7.53,8.46,8.92,9.49,9.82,10.66,10.32,11.41,10.98,11.16,10.78,10.09,10.88
E12000006,East of England,E07000010,Fenland,2.75,2.79,2.97,3.24,3.61,4.85,5.27,5.78,6.53,6.18,6.41,6.69,5.49,6.64,5.62,5.49,5.57,5.76,6.12,6.49,7.12,8.48,8.18,7.43,8.95,8,7.72,7.34,7.89
E12000006,East of England,E07000011,Huntingdonshire,,3.69,4.09,4.22,4.36,5.57,6.09,6.69,7.01,7.45,7.64,7.44,6.44,6.75,6.69,6.89,6.96,7.11,8.06,8.22,8.81,9.36,9.28,9.39,9.97,10.03,9.17,8.73,9.46
E12000006,East of England,E07000012,South Cambridgeshire,4.53,4.77,5.48,5.68,6.12,6.24,6.94,6.8,7.59,7.34,7.88,7.71,6.67,7.17,7.83,7.42,7.74,7.8,9.15,10.25,10.98,10.35,9.83,10.31,10.83,10.67,10.72,9.54,10.41
E12000006,East of England,E07000066,Basildon,3.41,3.57,3.57,3.5,3.74,4.74,5.47,5.94,6.4,6.66,6.61,7.09,6.72,7.25,6.79,6.67,6.55,7.32,7.89,9.11,10.27,10.66,9.39,9.85,10.51,11.41,10.51,9.06,10.27
E12000006,East of England,E07000067,Braintree,4.2,4.58,4.89,5.38,5.46,6.22,7.23,7.73,7.48,7.46,7.51,8.1,7.3,7.62,7.43,7.51,7.17,7.93,8.23,8.59,9.5,10.26,10.23,9.81,11.26,10.49,10.8,8.85,10.24
E12000006,East of England,E07000068,Brentwood,5.36,5.14,6,6.83,7.06,6.22,8.06,8.99,10.08,9.78,9.37,9.41,8.87,9.65,9.38,9.47,8.91,9.66,10.57,12.44,11.24,13.24,12.26,13.19,15.62,13.07,11.85,11.01,12.95
E12000006,East of England,E07000069,Castle Point,4.29,3.77,4.23,4.92,5.17,7.43,8.98,9.88,8.25,8.52,10.11,9.21,8.45,10.04,10.19,9.14,9.55,9.77,11.21,11.12,11.56,10.66,10.77,11.15,12.24,12.29,11.43,9.31,11.28
E12000006,East of England,E07000070,Chelmsford,3.68,3.97,4.23,4.68,5.36,6.26,8.15,8.55,8.58,8.51,8.79,8.52,7.43,8.09,8.06,8.21,8.17,9.54,9.79,10.99,11.46,11.99,11.52,10.98,12.06,12.38,11.59,9.82,11.37
E12000006,East of England,E07000071,Colchester,3.65,3.84,4.05,4.24,4.72,5.77,6.55,7.62,7.47,7.45,8,7.63,6.6,7.03,7.26,7.21,7.41,7.54,8.36,8.7,8.99,9.58,9.5,9.58,10.55,9.88,9.57,8.55,9.63
E12000006,East of England,E07000072,Epping Forest,5.62,5.61,6.46,6.65,7.17,9.43,10.25,10.48,9.56,9.61,9.92,9.19,8.57,10.96,10.39,10.04,11.33,11.43,12.93,14.1,14.5,14.42,13.67,14.67,15.39,15.28,13.39,11.84,14.11
E12000006,East of England,E07000073,Harlow,3.18,3.6,3.73,3.81,4.11,5.07,5.13,5.73,6.02,6.05,5.32,5.16,5.18,5.97,6.1,6.1,6.57,6.45,7.81,9.2,9.26,9.5,9.19,9.34,11.26,10.95,10.12,8.91,10.12
E12000006,East of England,E07000074,Maldon,4.22,4.79,5.4,5.25,4.77,6.36,7.15,8.01,8.68,8.74,10.71,9.19,7.72,8.3,7.62,8.06,7.32,8.87,9.99,10.04,10.83,11.46,11.93,11.86,13.54,12.86,12.29,11.34,12.38
E12000006,East of England,E07000075,Rochford,4.56,4.95,4.59,5.08,6.55,7.32,9.1,8.58,8.96,8.54,8.83,9.6,7.83,9.51,9.47,9.52,8.99,9.63,9.71,12.32,11.91,11.92,10.39,11.72,12.45,12.72,11.45,11.02,11.87
E12000006,East of England,E07000076,Tendring,3.26,3.34,3.66,4.08,5.3,5.57,6.62,7.28,8,8.42,9.08,8.96,7.49,7.07,7.45,6.84,6.69,6.42,6.87,7.99,9.08,9,8.76,8.59,9.64,8.98,8.88,9.08,9.03
E12000006,East of England,E07000077,Uttlesford,5.31,5.66,5.77,7.01,7.49,8.2,8.55,10.64,10.76,10.6,9.87,10.2,9.64,9.73,10.03,10.71,11.22,11.52,12.35,12.37,13.52,13.7,13.5,12.81,13.68,13.73,12.21,12.03,12.89
E12000006,East of England,E07000095,Broxbourne,4.16,4.92,5.47,6.04,6.55,7.37,8.21,8.63,8.21,8.69,9.77,8.78,8.35,8.89,8.58,8.98,8.64,8.76,9.6,12.45,11.35,11.11,11.32,12.26,11.33,12.01,12.56,10.9,11.81
E12000006,East of England,E07000096,Dacorum,4.28,4.77,4.83,5.67,6.05,6.21,7.07,7.67,8.13,8.42,8.23,8.29,7.88,8.75,8.63,8.75,8.86,10.15,11.91,11.16,12.93,12.28,12.09,12.02,13.71,13.87,13.29,13.17,13.21
E12000006,East of England,E07000098,Hertsmere,5.04,5.22,5.95,6.15,6.56,7.78,9.02,8.95,9.3,9.73,10.37,10.16,8.5,8.51,10.87,9.63,10.17,12.48,12.67,13.98,14.21,14.26,13.9,14.9,15.53,14.84,14.79,11.64,14.34
E12000006,East of England,E07000099,North Hertfordshire,4.06,4.26,4.54,5.06,5.95,6.01,7.37,7.8,7.67,8.02,8.87,8.38,7.32,7.74,8.3,8.16,8.07,8.53,8.98,10.49,10.31,10.83,10.2,11.14,11.3,11.61,10.69,11.14,11.18
E12000006,East of England,E07000102,Three Rivers,5.28,5.05,5.42,6.32,6.68,6.73,6.94,7.56,7.45,7.33,7.65,7.52,7.62,8.72,9.31,10.01,10.28,11.29,13.15,13.37,13.84,13.64,13.67,15.97,14.14,13.06,11.45,12.31,13.39
E12000006,East of England,E07000103,Watford,3.21,3.65,3.75,5.06,5.01,6.42,6.46,7.38,7.73,7.63,8.7,8.58,7.47,8.15,8.74,8.04,7.74,8.36,10.98,11.08,12.77,12.53,11.82,11.92,12.17,13.94,11.89,10.15,12.01
E12000006,East of England,E07000143,Breckland,3.39,3.49,3.62,4.06,4.33,5.24,7.03,7.62,7.38,7.5,8.06,7.59,6.98,7.33,6.95,6.33,6.99,7.51,8.15,8.06,9.33,9.12,8.67,8.5,9.49,9.49,8.84,8.23,8.91
E12000006,East of England,E07000144,Broadland,4.07,3.99,4.16,4.58,5.15,6.52,7.53,7.72,8.48,8.1,8.68,8.06,7.15,7.53,7.53,7.27,7.19,7.72,8.08,9.27,9.82,9.27,8.9,8.57,9.31,9.13,9.52,8.1,8.93
E12000006,East of England,E07000145,Great Yarmouth,2.83,2.9,2.64,2.77,3.15,3.56,4.43,5.55,5.56,5.43,5.62,5.55,5.29,5.74,5.16,5.08,5.28,5.66,5.43,5.31,6.43,6.38,6.33,6.4,6.9,6.96,7.02,6.7,6.8
E12000006,East of England,E07000146,King's Lynn and West Norfolk,3.16,3.31,3.44,3.62,4.19,4.78,6.02,7.13,7.35,7.08,7.08,6.88,6.65,7.03,6.18,6.05,6.54,6.05,6.59,6.99,7.91,7.88,7.46,7.8,8.92,8.87,8.66,7.41,8.33
E12000006,East of England,E07000147,North Norfolk,4.03,4.09,4.39,4.69,5.27,6.23,7.36,8.06,8.94,9.7,9.8,9.5,8.45,8.41,8.13,8.22,8.59,9.14,8.23,8.68,9.6,9.82,9.87,9.14,11.61,10.72,10.91,10.29,10.53
E12000006,East of England,E07000148,Norwich,2.68,2.72,2.78,3.21,3.55,4.69,5.6,6.32,6.26,6.27,6.99,6.67,5.67,6.01,5.46,5.67,5.94,6.47,6.54,6.24,6.93,7.01,7,6.94,7.22,7.8,7.42,6.63,7.2
E12000006,East of England,E07000149,South Norfolk,3.81,3.85,3.58,3.66,4.3,5.76,6.95,7.06,7.38,7.69,8.97,7.65,6.5,7.37,7.07,7.02,7.13,7.54,7.94,8.35,8.93,8.74,9.07,8.94,9.31,9.52,9.01,8.19,8.99
E12000006,East of England,E07000200,Babergh,4.22,4.11,4.45,4.77,5.1,7.1,7.88,8.17,8.59,8.15,8.3,8.86,7.47,8.63,8.02,8.3,8.91,9.24,9.48,11.26,10.74,11.48,10.87,10.68,11.91,12.7,11.89,10,11.44
E12000006,East of England,E07000202,Ipswich,3.01,3.07,3.39,3.77,3.87,4.59,5.37,6.06,6.27,5.99,6.21,5.6,5.11,5.56,5.41,5.44,5.53,5.63,6.15,5.82,6.74,6.82,7.44,7.2,7.95,7.31,7.34,7.17,7.39
E12000006,East of England,E07000203,Mid Suffolk,3.93,4.05,4.45,5.57,5.5,6.24,7.55,8.1,8.58,8.28,8.87,8.59,7.61,8.47,7.9,7.98,7.35,8.02,7.53,8.98,10.2,9.44,8.98,8.74,10.32,10.97,10.23,8.32,9.72
E12000006,East of England,E07000240,St Albans,,,,,,,10.51,10.28,10.37,10.52,11.09,11.17,10.05,12.36,12.69,12.47,13.92,13.62,15.01,16.94,16.6,16.75,16.15,16.09,17.66,18.29,18,15.55,17.12
E12000006,East of England,E07000241,Welwyn Hatfield,,,,,,,6.73,7.67,6.6,7.18,7.18,7.38,7.43,7.8,9.17,8.1,8.74,8.71,9.74,11.08,11.23,10.98,10.69,10.28,12.23,10.92,11.25,9.66,10.87
E12000006,East of England,E07000242,East Hertfordshire,,,,,,,8,8.37,8.75,9.6,9.7,10.3,8.95,9.26,9.32,9.25,9.12,9.9,10.3,11.41,13,12.4,12.49,12.67,12.73,12.83,11.31,10.5,12.01
E12000006,East of England,E07000243,Stevenage,,,,,,,5.09,5.32,6.09,5.88,6.4,6.51,5.61,5.71,5.46,5.24,5.73,5.94,6.67,7.43,7.61,8.2,7.62,7.71,8.33,8.37,8.06,8.23,8.14
E12000006,East of England,E07000244,East Suffolk,,,,,,,5.79,6.35,6.77,6.87,7.09,6.83,6.28,6.86,6.58,7.08,6.82,6.79,7.6,7.69,8.26,8.7,7.89,8.35,9.73,8.5,8.54,8.12,8.65
E12000006,East of England,E07000245,West Suffolk,,,,,,,6.65,7.5,7.74,7.71,8.55,7.77,6.87,7.11,6.77,7.34,7.46,7.91,8.81,8.75,9.24,9.31,9.13,8.72,9.74,9.86,8.74,8.39,9.09
E12000007,London,E09000001,City of London,4.61,5.5,5.45,5.5,6.01,6.04,6.88,6.46,6.78,6.98,7.91,7.47,7.32,8.66,8.37,8.78,10.61,12.79,15.25,14.42,15.1,14.51,14.95,14.82,12.67,13.73,15,11.72,13.59
E12000007,London,E09000002,Barking and Dagenham,3.02,2.58,2.93,3.32,3.85,4.31,5.41,5.97,6.11,6.21,5.96,6.5,5.28,5.85,6.03,5.19,5.54,6.27,7.12,8.94,10.58,10.17,10.98,9.86,10.31,11.41,11.01,10.12,10.54
E12000007,London,E09000003,Barnet,5.45,6.1,6.59,6.98,8.13,8.48,9.44,9.8,9.25,10.16,10.57,10.29,9.18,10.58,10.81,10.98,11.41,12.52,14.24,14.41,15.91,17.21,16.28,16.24,16.44,17.34,14.59,16.69,16.26
E12000007,London,E09000004,Bexley,3.88,4.11,4.48,4.93,5.54,6.26,7.15,8.26,7.6,7.69,7.86,7.59,6.91,7.57,7.58,7.69,7.72,8.74,9.14,11.04,10.9,11.34,11.21,11.55,13.26,11.87,11.63,11.07,11.88
E12000007,London,E09000005,Brent,4.59,4.92,5.72,5.95,7.04,8.38,8.99,9.56,9.71,9.83,10.64,10.36,9.82,10.77,11.21,11.5,12.13,12.68,13.34,14.66,15.76,16.3,15.61,14.39,15.46,12.51,15.21,14.67,14.45
E12000007,London,E09000006,Bromley,5.75,5.94,6.67,7.93,9.43,10.22,10.45,10.38,9.49,9.33,9.74,9.55,9.16,9.74,9.76,9.79,10.22,11.64,11.99,13.25,14.59,14.3,13.85,12.87,14.38,13.65,12.71,12.03,13.13
E12000007,London,E09000007,Camden,6.51,6.86,7.71,8.89,9.09,9.88,9.33,9.67,10.22,10.64,12.1,12.46,11.27,12.59,13.62,13.39,15.69,17.69,18.46,19.49,20.1,19.39,19.26,19.79,18.9,18.39,17.65,15.66,18.08
E12000007,London,E09000008,Croydon,3.8,4.09,4.34,4.81,5.91,6.31,7.37,7.51,7.87,7.68,8.47,8.37,7.26,7.52,7.59,7.8,7.6,8.02,9.63,10.51,11.21,11.09,10.8,11.34,11.8,10.72,10.85,9.58,10.86
E12000007,London,E09000009,Ealing,4.53,5,5.69,6.31,6.7,7.4,8.62,8.51,8.7,9.22,9.46,9.51,8.85,9.57,9.98,9.74,10.93,12.84,14.48,15.73,16.19,15.62,15.15,14.84,15.92,15.1,14.05,13.13,14.61
E12000007,London,E09000010,Enfield,4.25,4.31,4.67,4.85,5.18,5.88,7.79,6.89,8.13,8.25,8.62,9.24,8.09,8.71,9.09,9.03,9.69,10.85,12.2,12.97,13.8,13.68,14.46,13.49,14.93,12.68,13.24,11.79,13.23
E12000007,London,E09000011,Greenwich,3.41,3.63,3.96,4.7,5.73,6.52,7,6.99,7.42,7.58,7.47,7.61,7.3,7.54,8.35,8.14,8.72,10.71,10.89,12.76,12.87,12.97,13.78,13.04,13.36,14.09,12.56,11.76,12.96
E12000007,London,E09000012,Hackney,3.39,3.4,4.44,5.36,6.37,7.12,7.71,7.87,7.61,7.97,8.62,8.63,8.08,8.34,8.8,9.19,11.12,12.68,14.63,16.57,15.77,15.59,16.45,17.67,15.28,13.96,13.31,11.88,14.42
E12000007,London,E09000013,Hammersmith and Fulham,5.95,7.07,7.2,8.63,9.12,8.92,9.26,10.12,10.31,11.32,11.78,12.58,11.23,13.13,12.73,13.52,15.92,18.55,21.06,20.86,20.69,19.28,19.06,18.6,19.53,18.66,18.17,16.61,18.31
E12000007,London,E09000014,Haringey,4.32,4.98,5.43,6.45,7.13,7.74,8.48,8.84,9.08,8.56,9.51,9.04,8.77,9.46,10.81,10.65,11.15,12.7,14.02,15.46,16.86,17.48,16.88,15.17,16.62,17.28,16.27,14.32,15.93
E12000007,London,E09000015,Harrow,4.86,5.01,5.68,6.42,6.97,8.06,9.87,9.7,9.52,9.78,10.53,10.28,9.08,10.14,10.71,11.22,12.22,13.63,14.46,14.73,16,15.55,13.96,15.69,15.38,15.69,15.22,14.93,15.38
E12000007,London,E09000016,Havering,4.56,4.98,5.1,5.88,6.63,8.56,9.22,10.14,8.03,7.58,8.36,7.85,7.06,7.74,7.74,7.78,7.7,8.33,9.15,11.24,12.01,11.93,11.33,11.11,12.51,12.89,10.7,10.16,11.47
E12000007,London,E09000017,Hillingdon,3.56,3.73,4.08,4.79,5.22,6.08,7.04,7.32,7.36,7.86,7.92,7.93,7.28,7.8,7.44,7.39,7.28,8.68,10.38,11.78,12.35,13.02,11.65,11.18,13.12,13.19,12.87,12.09,12.49
E12000007,London,E09000018,Hounslow,3.87,4.52,5.3,5.51,6.26,6.89,7.41,7.65,7.44,8.61,8.97,8.48,7.55,7.92,7.63,8.17,8.88,9.38,10.08,10.76,11.14,11.41,11.18,11.5,11.86,12.17,12.13,11.4,11.81
E12000007,London,E09000019,Islington,5.18,6.13,6.37,7.33,7.59,7.02,8.53,8.22,8.8,8.38,9.63,9.76,9.19,10.77,11.25,11.05,11.92,13.61,15.72,15.17,15.66,14.73,14.56,15.44,15.26,14.68,14.37,12.86,14.52
E12000007,London,E09000020,Kensington and Chelsea,11.78,11.93,13.08,14.38,14.61,14.63,15.32,16.76,17.13,18.78,22.39,22.01,22.57,24.34,24.85,28.48,30.34,38.33,37.91,38.82,41.04,43.97,39.39,35.47,37.01,39.73,33.39,27.09,34.54
E12000007,London,E09000021,Kingston upon Thames,4.83,5.39,6.28,7.05,7.7,8.42,9.03,9.7,9.62,9.61,10.27,11.02,9.64,10.45,10.35,10.7,11.21,12.16,13.97,14.64,15.49,15.79,15.19,14.04,14.7,14.86,14.76,13.51,14.37
E12000007,London,E09000022,Lambeth,3.92,4.28,4.97,6.12,7.08,7.53,7.78,8,7.94,8.09,8.81,9.16,7.93,8.93,8.76,9.07,9.61,11.8,12.91,14.42,14.7,14.5,14.3,15.07,15.69,14.41,13.47,11.72,14.07
E12000007,London,E09000023,Lewisham,3.38,3.51,3.79,4.25,5.37,5.93,7.14,6.97,6.6,7.4,7.86,7.82,6.96,7.4,8.02,8.17,8.2,10,11.25,12.02,12.61,13.66,13.27,12.5,13.9,12.78,11.9,11.25,12.47
E12000007,London,E09000024,Merton,4.8,5.23,6.06,7.15,7.29,7.98,8.71,9.48,8.85,9.65,9.49,9.48,8.93,10.29,10.51,10.1,10.92,13.62,13.2,16.19,15.46,15.36,14.81,14.65,15.92,16.19,14.67,13.94,15.07
E12000007,London,E09000025,Newham,2.85,3.25,3.61,4.45,4.99,6.21,7.27,7.14,7.41,7.69,8.2,8.14,6.51,6.63,7.17,7.17,7.7,8.6,10.13,11.06,12.67,13.49,12.34,12.14,11.92,10.93,11.31,9.2,11.1
E12000007,London,E09000026,Redbridge,4.07,4.6,4.75,5.63,6.25,7.18,8.15,9.47,8.35,8.34,8.5,8.54,7.36,8.08,8.38,9.34,8.67,9.32,11.68,13.46,14.22,15.74,14.22,13.22,15.72,14.18,14.52,13.21,14.17
E12000007,London,E09000027,Richmond upon Thames,7,7.54,7.84,9.3,9.48,10.51,10.38,10.76,11,11.18,11.98,12.02,11.03,12.56,13.04,13.49,14.38,16.17,17.27,18.15,19.91,18.47,17.94,18.55,19.39,20.47,18.31,17.21,18.79
E12000007,London,E09000028,Southwark,3.82,4.4,5.05,5.83,6.49,6.7,6.82,7.43,8.02,7.68,8.38,9.13,8.26,8.7,8.94,9.01,9.53,11.56,12.69,13.46,14.15,13.88,13.87,12.33,13.34,12.63,12.87,11.09,12.45
